ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W,Column 70
49,Detroit Pistons,Detroit Pistons2006,2006,82,64,18,0.78,3966,7941,2983,6558,45.5,557,1451,38.4,1418,1950,72.7,975,2347,3322,1971,931,580,490,285,547,66.1,2.12,31.7,68,49.7,12.8,49.7,53.5,87.98,0.297,0.216224459,47.7,0.26,0.191867853,15.7,32,35.5,78.7,45.2,4,12.3,32.5,15.1,20.5,73.6,11.6,29.3,40.9,18.8,14,5.9,3.5,6,-6.7,7077.12,0.077291328,2,99.7,-2.9,2.435660607,4.921113562,8.8
50,New York Knicks,New York Knicks2006,2006,82,23,59,0.28,3986,7842,2822,6205,45.5,320,884,36.2,1878,2587,72.6,1033,2360,3393,1468,1449,555,271,436,-525,52,1.01,34.2,69.7,51.8,19,48.1,53.4,92.03,0.417,0.302659146,51.1,0.39,0.294193548,15.1,30.3,36.2,77.5,46.7,6.9,18.2,37.8,22.8,30.2,75.3,10.8,27.8,38.6,21.3,14.1,8.2,5.3,3.3,6.4,7448.9088,-0.070480122,-3,103.9,3.9,0.846559746,-0.437028073,13.2
51,San Antonio Spurs,San Antonio Spurs2006,2006,82,63,19,0.768,3961,7837,2993,6342,47.2,524,1362,38.5,1327,1891,70.2,851,2548,3399,1717,1126,543,467,343,559,57.4,1.52,28.9,70.8,50.5,15.3,51.3,54.6,89.41,0.298,0.209239987,45.7,0.298,0.219667944,15.4,29.2,33.9,78.3,43.3,3.7,10.8,33.9,17.2,23.3,74,10.8,29.5,40.3,16.3,13.9,7.3,4.2,5.7,-6.8,7151.0784,0.078170028,5.6,99.7,-0.1,-1.042795642,1.877016092,10.2
52,Orlando Magic,Orlando Magic2006,2006,82,36,46,0.439,3981,7784,2911,6167,47.2,299,796,37.6,1663,2277,73,892,2402,3294,1495,1240,532,362,386,-88,51.4,1.21,33,69.1,51.6,16.8,49.6,54.3,89.12,0.369,0.269661099,49,0.361,0.264248705,14.9,30.9,35,77.2,45.4,5.6,15.7,35.7,20.4,27.9,73.2,11.1,27.3,38.4,20,13.4,7.5,4.7,4.4,1.1,7216.2048,-0.012194776,0.6,102.1,1.9,0.541239474,-4.547383393,13.2
53,Indiana Pacers,Indiana Pacers2006,2006,82,41,41,0.5,3946,7699,2786,6274,44.4,536,1536,34.9,1591,2158,73.7,898,2559,3457,1631,1254,598,409,399,155,58.5,1.3,30.4,69.9,50.6,16.8,48.7,53.3,90.85,0.344,0.253586229,46.4,0.317,0.232030265,14.9,30.1,34.5,79.3,43.5,4.5,13.2,34.3,18.4,25.1,73.3,11.8,29.5,41.3,18.5,13.6,8.1,4.9,5,-1.9,7276.3392,0.021301921,2.3,100.3,1.9,2.155596406,-4.655809425,9.3
54,New Jersey Nets,New Jersey Nets2006,2006,82,49,33,0.598,3956,7691,2778,6317,44,477,1447,33,1658,2187,75.8,822,2539,3361,1884,1119,558,278,329,112,67.8,1.68,27.4,73,50.1,14.9,47.8,52.8,91.17,0.346,0.262466361,47.6,0.359,0.266139657,15.7,27,33.3,75.9,43.9,5.7,16.3,34.8,20.2,27.2,74.1,9.6,31.7,41.3,20,14.4,7.2,4,3.4,-1.4,7273.2288,0.015398938,0.2,100.4,-0.8,-0.367329683,4.441110299,8.8
55,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets2006,2006,82,38,44,0.463,3961,7611,2831,6428,44,300,885,33.9,1649,2176,75.8,918,2379,3297,1519,1095,611,311,432,-231,53.7,1.39,29.7,70.9,49.7,14.7,46.4,51.5,90.32,0.339,0.256533914,50.2,0.32,0.24380704,16,29.1,35.2,76.7,45.9,6.7,18.1,36.7,18.7,24.6,76,10.5,30.5,41,19.3,14.6,6.4,5.3,3.8,2.8,7259.9424,-0.031818434,-3.8,100.6,-1.3,1.272687371,5.353063701,8.7
56,Utah Jazz,Utah Jazz2006,2006,82,41,41,0.5,3976,7573,2744,6207,44.2,311,925,33.6,1774,2466,71.9,1071,2380,3451,1772,1290,524,492,463,-216,64.6,1.37,35.6,70.2,52.6,17.4,46.7,51.9,89.4,0.397,0.285806348,49,0.406,0.302294197,15.7,29.8,33.3,74.1,44.9,6,15.8,37.8,22.4,30.1,74.6,10.6,27.3,37.9,18.4,14.2,8.1,5.6,6,2.6,7210.5984,-0.029955905,-2.3,105.8,1.7,-1.648784936,7.247348028,14.7
57,Memphis Grizzlies,Memphis Grizzlies2006,2006,82,49,33,0.598,3971,7558,2746,6125,44.8,590,1578,37.4,1476,2077,71.1,834,2379,3213,1586,1134,600,442,456,303,57.8,1.4,29.8,69,49.6,15.7,49.6,53.7,87.39,0.339,0.240979592,46.9,0.315,0.237715803,16.8,31,32.8,75.3,43.6,5,14.9,33.4,17.9,23.7,75.4,11.3,29.3,40.6,19.6,14.8,7.3,5.6,5.4,-3.7,7045.3248,0.043007244,2.7,98.8,-1.1,0.326378838,-4.199043309,9
58,Minnesota Timberwolves,Minnesota Timberwolves2006,2006,82,33,49,0.402,3971,7522,2888,6340,45.6,310,942,32.9,1436,1895,75.8,811,2422,3233,1716,1189,559,471,374,-154,59.4,1.44,29.6,67.3,49,16,48,52.4,89.58,0.299,0.226498423,47.5,0.32,0.235443038,15.4,32.7,34.8,79,44.1,5.5,15,36.4,18.6,25.3,73.6,11.9,29.4,41.3,19,13.9,6.6,4.6,5.7,1.9,7249.728,-0.021242176,0.5,96.9,0.6,-0.894461526,-3.054502347,7.7
59,Houston Rockets,Houston Rockets2006,2006,82,34,48,0.415,3966,7387,2708,6252,43.3,469,1414,33.2,1502,1980,75.9,849,2565,3414,1580,1193,588,320,373,-130,58.3,1.32,29.1,70.5,50.1,16.2,47.1,51.9,89.07,0.317,0.240243122,47.2,0.338,0.246753247,14.9,29.5,33,77,42.9,6.6,17.9,36.9,19,26,73.1,10.7,30.2,40.9,20.1,13.3,7.1,4.5,3.9,1.6,7168.512,-0.018134865,-0.1,99.6,1.3,-0.651012455,-1.488174071,9.2
60,Portland Trail Blazers,Portland Trail Blazers2006,2006,82,21,61,0.256,3946,7285,2791,6267,44.5,364,1042,34.9,1339,1944,68.9,886,2203,3089,1490,1205,529,435,403,-775,53.4,1.24,30.8,65.7,48,16.5,47.4,51.1,88.88,0.31,0.213658848,50.7,0.305,0.231939163,14.5,34.3,37,78.9,46.8,6.1,15.9,38.1,18.3,24,76,12.5,29.8,42.4,21.2,12.9,7.2,4.9,5.3,9.5,7143.7056,-0.108487113,-3.3,96.5,2,-1.828031556,4.863166648,5.6
61,Phoenix Suns,Phoenix Suns2007,2007,82,61,21,0.744,3981,9037,3388,6855,49.4,785,1965,39.9,1476,1827,80.8,737,2583,3320,2122,1189,553,394,304,599,62.6,1.78,26.2,68.3,48.4,14.9,55.1,59,96.45,0.267,0.215317287,49.2,0.268,0.206018519,15.5,31.7,39.5,86.4,45.7,6.1,16.9,36.3,17.8,23.2,76.7,12.3,30.5,42.8,18.9,15.1,6.9,3.7,4.8,-7.3,7786.4448,0.076928562,5.9,94.5,-0.6,0.929876813,2.843082199,5.6
62,Golden State Warriors,Golden State Warriors2007,2007,82,42,40,0.512,3951,8737,3261,7048,46.3,700,1966,35.6,1515,2113,71.7,941,2455,3396,1950,1309,750,466,399,-28,59.8,1.49,28.5,66.2,47.2,15.9,51.2,54.8,99.97,0.3,0.214954597,50.6,0.352,0.26372315,18.5,33.8,38.7,83.8,46.2,7.4,20.3,36.6,22.1,29.5,75,13.1,33.3,46.4,24.7,18.6,8.3,4.9,5.7,0.3,8011.8912,-0.003494805,0.6,94.7,-2.6,-4.876855331,1.471136372,0.8
63,Denver Nuggets,Denver Nuggets2007,2007,82,45,37,0.549,3956,8639,3164,6805,46.5,484,1440,33.6,1827,2449,74.6,1001,2558,3559,1920,1352,678,435,424,133,60.7,1.42,32.2,67.8,50.2,16.7,50.1,54.8,98.2,0.36,0.26847906,49.9,0.274,0.202546296,16.6,32.2,39.7,86.4,46,6.8,19.1,35.3,17.5,23.7,73.9,12.3,30,42.3,24.5,16.4,8.3,5.2,5.3,-1.6,7904.2176,0.01682646,0.2,100,0.1,6.593276322,-1.382578395,7.9
64,Washington Wizards,Washington Wizards2007,2007,82,41,41,0.5,3966,8556,3070,6820,45,561,1614,34.8,1855,2425,76.5,998,2379,3377,1660,1133,635,375,380,-42,54.1,1.47,31.2,67.8,48.9,14.4,49.1,54.2,95.33,0.356,0.271994135,51.7,0.32,0.248470012,16.4,32.2,38.6,81.7,47.3,7.3,19.3,37.7,20.3,26.2,77.7,11.9,31.1,43,23.7,15.7,6.3,4.6,4.6,0.5,7701.12,-0.005453752,-2.6,99,-2,2.352412266,3.033575536,5.9
65,Los Angeles Lakers,Los Angeles Lakers2007,2007,82,42,40,0.512,4006,8474,3103,6664,46.6,608,1724,35.3,1660,2221,74.7,886,2495,3381,1850,1273,600,421,409,-6,59.6,1.45,30,69,49.6,16.1,51.1,55.4,94.58,0.333,0.24909964,50,0.345,0.262515263,15.3,31,37.8,81.9,46.1,6.4,17.8,35.8,21.5,28.3,76,11.6,30.6,42.2,21.9,14.7,7.9,5,5.1,0.1,7707.1104,-0.000778502,1.1,99,0.8,-1.341562266,1.776110744,7.4
66,Memphis Grizzlies,Memphis Grizzlies2007,2007,82,22,60,0.268,3996,8331,2998,6448,46.5,500,1362,36.7,1835,2410,76.1,866,2375,3241,1680,1343,564,407,450,-422,56,1.25,29.1,68.2,48.6,17,50.4,55.5,94.77,0.374,0.284584367,52.9,0.313,0.236363636,15.9,31.8,40.1,82.5,48.6,7,18,38.9,19.5,25.8,75.9,11.8,30.3,42,25.1,15.3,8.3,5.5,5,5.1,7665.984,-0.05504838,-2.5,97.3,1.1,4.822073088,-6.062583871,6.6
67,Utah Jazz,Utah Jazz2007,2007,82,51,31,0.622,3961,8322,3069,6471,47.4,354,1056,33.5,1830,2462,74.3,1030,2456,3486,2024,1277,577,339,438,235,65.9,1.58,35.2,72.1,53.4,16.7,50.2,55.1,92.81,0.38,0.282800185,49.6,0.409,0.313907285,16.1,27.9,34.4,75.5,45.5,6.2,17.4,35.5,23.7,30.9,76.7,9.9,27.1,37,18.9,15,7.6,5.3,4.1,-2.9,7489.2288,0.031378398,0.6,107.3,0.6,-3.110709933,1.934410924,16.4
68,Sacramento Kings,Sacramento Kings2007,2007,82,33,49,0.402,3961,8303,2941,6532,45,530,1513,35,1891,2473,76.5,797,2396,3193,1665,1194,671,265,405,-148,56.6,1.39,26.7,69.2,47.7,15.1,49.1,54.5,95.83,0.379,0.289497857,51.3,0.317,0.23955774,16.9,30.8,38.4,81.4,47.2,6.8,18.6,36.5,19.5,25.8,75.7,11.1,32.3,43.4,22.4,16.3,7,4.9,3.2,1.8,7696.4352,-0.019229682,-2.2,95.9,-1.8,4.994011715,-3.552268797,4.3
69,Dallas Mavericks,Dallas Mavericks2007,2007,82,67,15,0.817,3951,8201,3010,6442,46.7,535,1404,38.1,1646,2045,80.5,920,2515,3435,1632,1140,560,408,312,592,54.2,1.43,32,71.9,52.2,15.2,50.9,55.9,90.68,0.317,0.255510711,47.7,0.355,0.26544021,16,28.1,34,76.1,44.7,4.6,13.1,34.9,20.2,27,74.6,10.2,27.9,38.1,17.9,14.5,6.9,3.8,5,-7.2,7259.328,0.081550248,3.2,103.9,-0.8,-0.992949929,6.85185177,14.1
70,Milwaukee Bucks,Milwaukee Bucks2007,2007,82,28,54,0.341,3971,8172,3121,6714,46.5,524,1472,35.6,1406,1919,73.3,941,2272,3213,1771,1240,587,224,433,-359,56.7,1.43,30.6,65.7,47.9,16.1,50.4,54.1,93.33,0.286,0.209413167,52.2,0.316,0.234643735,16.6,34.3,39,81.4,48,6.9,18.7,36.8,19.1,25.7,74.2,13,30.1,43,25.3,15.7,7.5,5.3,2.7,4.4,7543.0656,-0.047593382,-1.8,96.3,-0.5,-2.523056813,-0.861526168,4.9
71,Toronto Raptors,Toronto Raptors2007,2007,82,47,35,0.573,3951,8157,3032,6547,46.3,531,1464,36.3,1562,1983,78.8,755,2480,3235,1822,1104,581,321,317,81,60.1,1.65,25,71.1,48.1,14.3,50.4,55,93.86,0.303,0.238582557,50.3,0.29,0.218905473,16.1,28.9,37.2,80.4,46.3,6.5,18.2,35.7,17.6,23.3,75.4,10.3,32.2,42.5,21.2,15.1,6,3.9,3.9,-1,7457.7792,0.010861142,0.1,96.1,-1.8,1.967708426,3.818448853,5.6
72,Seattle SuperSonics,Seattle SuperSonics2007,2007,82,31,51,0.378,3966,8130,3047,6628,46,525,1451,36.2,1511,1911,79.1,928,2322,3250,1695,1268,631,301,341,-237,55.6,1.34,31.2,67.6,49.2,16.5,49.9,54.4,92.92,0.288,0.227972239,51.5,0.323,0.243445693,16.1,32.4,38.1,80.1,47.6,6.3,17.5,36.1,19.5,25.9,75.1,11.6,29.4,41,22.8,15,7.2,4.2,3.7,2.9,7496.4864,-0.031614811,-1.6,98.8,0.4,-1.54734539,0.06364741,8.2
73,Chicago Bulls,Chicago Bulls2007,2007,82,49,33,0.598,3956,8100,3046,6663,45.7,480,1237,38.8,1528,2083,73.4,984,2597,3581,1832,1310,639,445,433,411,60.1,1.4,31.9,70.7,51.4,16.8,49.3,53.4,94.47,0.313,0.229326129,47.3,0.346,0.251918159,18.4,29.3,34.1,78.2,43.5,5.9,16.9,34.9,19.7,27.1,73,10.9,30,40.9,20.4,17.4,7.5,5.3,5.4,-5,7589.2992,0.054155198,2,102.6,-1.6,-2.25920292,-6.44049858,10.5
74,San Antonio Spurs,San Antonio Spurs2007,2007,82,58,24,0.707,3956,8079,2999,6328,47.4,595,1561,38.1,1486,1980,75.1,761,2577,3338,1814,1137,587,417,337,691,60.5,1.6,27.9,71.5,50.5,15.3,52.1,56.1,90.22,0.313,0.23482933,47.1,0.272,0.20177665,15.8,28.5,34.9,78.8,44.3,4.5,13.4,33.4,15.9,21.4,74,10.1,29,39.1,17.3,14.3,7.1,4.1,5.1,-8.4,7272.192,0.095019493,5,99.4,-0.5,3.305268022,-4.983434296,11.4
75,New Jersey Nets,New Jersey Nets2007,2007,82,41,41,0.5,3976,8001,2913,6379,45.7,609,1676,36.3,1566,2153,72.7,822,2525,3347,1962,1212,499,273,369,-63,67.4,1.62,27.5,71.4,49.6,15.8,50.4,54.6,92.69,0.338,0.245493024,49,0.349,0.265822785,15.5,28.6,35.5,79,45,6.3,17.7,35.7,21,27.6,76.2,10.6,30.8,41.4,22,14.5,7.1,4.5,3.3,0.8,7407.6672,-0.008504702,1.4,98.9,0.3,-2.032976083,-1.272345035,8.2
76,New York Knicks,New York Knicks2007,2007,82,33,49,0.402,4001,7994,2903,6356,45.7,474,1370,34.6,1714,2396,71.5,1032,2516,3548,1532,1405,543,260,406,-234,52.8,1.09,33.7,71.4,52.7,18.3,49.4,53.9,91.89,0.377,0.269666457,50.4,0.325,0.245942572,14.7,28.6,36.8,80.1,46,7,18.6,37.6,19.7,26,75.5,10.8,28,38.8,21.3,13.7,7.5,5,3.2,2.9,7471.9104,-0.031317292,-1,105.1,3.6,2.372388511,-1.675611982,13.9
77,Houston Rockets,Houston Rockets2007,2007,82,52,30,0.634,3971,7953,2906,6528,44.5,705,1893,37.2,1436,1906,75.3,880,2673,3553,1704,1162,583,337,353,398,58.6,1.47,28.7,72.5,50.8,15.3,49.9,54,91.7,0.292,0.21997549,46.6,0.308,0.230769231,15.4,27.5,34.1,79.3,42.9,5.8,16.4,35.1,18.3,24.4,74.9,9.8,31.1,40.8,19.4,14.2,7,4.3,4.1,-4.9,7342.6944,0.054203536,3.3,101.2,-0.1,-1.079374057,-2.535279268,10
78,Charlotte Bobcats,Charlotte Bobcats2007,2007,82,33,49,0.402,4001,7945,2960,6643,44.6,457,1280,35.7,1568,2136,73.4,920,2346,3266,1836,1224,638,369,437,-307,62,1.5,29.9,68.2,48.5,15.8,48,52.4,93.11,0.322,0.236037935,50,0.373,0.279542567,16.7,31.8,36.6,78.7,46.5,5.5,15.2,36.3,22,29.3,75,11.3,31.2,42.6,20.9,15.8,7.4,5.3,4.5,3.7,7571.3664,-0.040547503,-2,98.1,-0.9,-4.350463204,2.519720107,5.9
79,Cleveland Cavaliers,Cleveland Cavaliers2007,2007,82,50,32,0.61,3976,7934,2978,6658,44.7,494,1404,35.2,1484,2133,69.6,1039,2529,3568,1708,1177,625,353,349,314,57.4,1.45,32.7,72.1,51.8,15.5,48.4,52.2,91.59,0.32,0.222889757,48,0.331,0.243208279,16.6,27.9,34.6,77.3,44.8,4.9,15,32.9,18.8,25.6,73.4,9.8,30,39.9,20.1,15.3,6.6,4.3,4.3,-3.8,7425.1392,0.042288769,0.4,104.8,-1.1,-2.031852275,-1.057659406,11.9
80,Minnesota Timberwolves,Minnesota Timberwolves2007,2007,82,32,50,0.39,4001,7877,2997,6502,46.1,384,1089,35.3,1499,1892,79.2,819,2473,3292,1848,1278,532,325,360,-301,61.7,1.45,29.2,69.8,50,16.6,49,53.7,92.19,0.291,0.230544448,49.8,0.297,0.225490196,15.1,30.2,37.5,81.6,46,6.3,18.1,34.8,18.4,24.2,76,11.7,29.7,41.4,21.7,14.2,7.1,4.4,4,3.7,7481.7408,-0.040231279,-0.8,99,1.5,0.505425178,-0.274041945,8.6
81,Detroit Pistons,Detroit Pistons2007,2007,82,53,29,0.646,3976,7872,2942,6484,45.4,449,1305,34.4,1539,1988,77.4,948,2374,3322,1768,1001,583,472,290,341,60.1,1.77,30.7,67.8,49.3,13.7,48.8,53.5,88.56,0.307,0.237353486,47.7,0.317,0.234152652,16.4,32.2,34.4,77.3,44.5,5,14.7,33.9,18.1,24.5,74,11.9,29.3,41.2,20.1,14.7,6.4,3.5,5.8,-4.2,7115.2512,0.047925223,1.1,98.5,-2.7,0.32008335,1.162044277,8.1
82,Boston Celtics,Boston Celtics2007,2007,82,24,58,0.293,3971,7857,2858,6454,44.3,471,1283,36.7,1670,2178,76.7,918,2391,3309,1630,1350,589,382,449,-280,57,1.21,30.9,70.5,50.2,17.6,47.9,53,92.91,0.337,0.258754261,50.2,0.375,0.28072445,16.3,29.5,36.2,77.3,46.8,5.2,14.8,35.4,21.7,29,74.7,10.3,30.2,40.5,22.1,15.2,7.4,5.5,4.7,3.4,7530.5472,-0.037181893,-2.3,101.4,1.3,-2.197018927,-4.556542273,9.7
83,Los Angeles Clippers,Los Angeles Clippers2007,2007,82,40,42,0.488,3946,7843,2880,6318,45.6,314,903,34.8,1769,2245,78.8,888,2484,3372,1762,1239,596,472,321,-38,61.2,1.42,30.7,71.2,51.3,16.4,48.1,53.7,91.92,0.355,0.279993669,48.8,0.333,0.248407643,15,28.8,35.5,78.5,45.2,5.5,16.4,33.9,19.5,26.1,74.8,10.3,29,39.3,21,13.8,7.1,3.9,5.8,0.5,7350.528,-0.005169697,-0.7,101.9,1.4,3.158602557,1.060069699,12
84,Indiana Pacers,Indiana Pacers2007,2007,82,35,47,0.427,3956,7840,2872,6561,43.8,481,1389,34.6,1615,2125,76,990,2441,3431,1680,1335,599,447,410,-200,58.5,1.26,32.1,69.4,50.3,17.3,47.4,52.3,93.43,0.324,0.246151501,49.1,0.36,0.271099744,16.7,30.6,35.7,78.2,45.7,5.3,14.3,37.2,21.2,28.2,75.3,11.2,30.5,41.6,20,15.7,7.9,5,5.5,2.4,7527.36,-0.02656974,-1.7,101.5,0.6,-2.494824295,2.068632724,8.7
85,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets2007,2007,82,39,43,0.476,3976,7833,2971,6674,44.5,455,1256,36.2,1436,1941,74,1025,2512,3537,1537,1187,522,347,392,-129,51.7,1.29,31.8,71.9,51.4,15.7,47.9,52,91.19,0.291,0.21516332,49.9,0.28,0.211970075,14.8,28.1,36.6,80.2,45.7,6.8,19.2,35.5,17,22.4,75.9,10.4,30.4,40.8,20.8,13.6,6.8,4.8,4.2,1.6,7382.4384,-0.017473901,-2,103.7,0.9,0.319324553,3.007514792,10.6
86,Philadelphia 76ers,Philadelphia 76ers2007,2007,82,35,47,0.427,3976,7785,2932,6408,45.8,284,823,34.5,1637,2135,76.7,899,2353,3252,1669,1258,590,390,320,-248,56.9,1.33,30.6,67.8,49.3,16.5,48,53,91.84,0.333,0.255461923,50.1,0.293,0.220973783,16.8,32.2,37.1,80.1,46.3,6.1,17.4,35.3,17.7,23.5,75.4,11.8,29.3,41.1,22.3,15.6,7.4,3.9,4.8,3,7398.144,-0.033521921,-2.1,98.4,-0.3,3.448813983,0.53240494,8.2
87,Orlando Magic,Orlando Magic2007,2007,82,40,42,0.488,3956,7771,2875,6090,47.2,342,962,35.6,1679,2393,70.2,920,2418,3338,1525,1392,565,416,376,64,53,1.1,33.3,69.7,51.9,18.6,50,54.4,90.54,0.393,0.275697865,48,0.376,0.286092715,16.5,30.3,33.4,75.5,44.2,5.6,15.9,35.3,21.6,28.4,76,10.5,27,37.6,19.6,15,8.3,4.6,5.1,-0.8,7310.3232,0.008754743,2,103,2.1,-1.039484988,-5.216600617,14.3
88,Miami Heat,Miami Heat2007,2007,82,44,38,0.537,3971,7759,2919,6288,46.4,528,1539,34.3,1393,2019,69,817,2526,3343,1681,1201,566,442,314,-75,57.6,1.4,27.9,69.3,49.3,16,50.6,54.1,90.61,0.321,0.221533079,48.5,0.313,0.232704403,15.8,30.7,35.3,79.5,44.4,6.5,18.2,35.5,18.5,24.9,74.2,11.2,30.1,41.3,20.2,14.5,6.9,3.8,5.4,0.9,7257.9456,-0.010333503,2.1,97.2,0.2,-1.117132364,0.438224562,8
89,Portland Trail Blazers,Portland Trail Blazers2007,2007,82,32,50,0.39,3991,7717,2874,6392,45,426,1232,34.6,1543,2006,76.9,923,2299,3222,1513,1236,555,380,380,-352,52.6,1.22,32.6,69.7,50.7,16.6,48.3,53,89.36,0.314,0.241395494,50.8,0.343,0.267275098,15.2,30.3,36.1,76.7,47.1,5.7,15.8,36.1,20.5,26.3,77.8,10.4,28.6,39,20.8,13.7,6.6,4.6,4.6,4.3,7284.1344,-0.048324204,-2.5,102.3,1.4,-2.587960342,3.564853945,11.7
90,Atlanta Hawks,Atlanta Hawks2007,2007,82,30,52,0.366,3976,7680,2831,6372,44.4,341,1038,32.9,1677,2203,76.1,976,2312,3288,1573,1306,609,446,421,-390,55.6,1.2,32.8,67.6,49.9,17.3,47.1,52.3,90.98,0.346,0.263182674,50.3,0.365,0.26778784,16.5,32.4,36,77.3,46.6,5.7,15.1,37.6,20.7,28.2,73.4,11.6,28.9,40.5,21.1,15.2,7.3,5.1,5.4,4.8,7364.4672,-0.052956988,-3.2,100.4,0.8,-0.460516539,3.311302809,9.4
91,Golden State Warriors,Golden State Warriors2008,2008,82,48,34,0.585,3956,9105,3403,7406,45.9,761,2185,34.8,1538,2044,75.2,1045,2496,3541,1833,1082,744,377,413,181,53.9,1.69,30.1,67.2,48.1,13.1,51.1,54.8,99.96,0.276,0.207669457,50.9,0.34,0.257913247,16.8,32.8,39.9,85.3,46.8,7,19,36.8,22,29,75.9,12.8,34.2,47,23.6,16.9,6.9,5,4.6,-2.2,8008.6656,0.022600519,0.2,97.3,-3.7,-5.024379017,2.032172509,1.1
92,Denver Nuggets,Denver Nuggets2008,2008,82,50,32,0.61,3971,9074,3307,7038,47,569,1605,35.5,1891,2519,75.1,918,2698,3616,2024,1203,752,551,393,304,61.2,1.68,29.2,68.6,49.4,14.4,51,55.7,100.58,0.358,0.268684285,49.9,0.278,0.203142536,16.2,31.4,40.7,89.1,45.7,7.6,20.9,36.3,18.1,24.7,73,12.7,32.7,45.4,25.7,16.4,7.9,4.8,6.7,-3.7,8094.1056,0.037558195,1.1,97.8,-1.8,6.554174883,-2.704744911,4
93,Phoenix Suns,Phoenix Suns2008,2008,82,55,27,0.671,3956,9026,3392,6782,50,694,1764,39.3,1548,1977,78.3,720,2683,3403,2188,1184,532,518,311,414,64.5,1.85,25.3,67.4,48.1,14.7,55.1,59,97.72,0.292,0.228251253,48.8,0.254,0.191111111,13.7,32.6,41.1,90,45.6,5.7,16.2,35.3,17.2,22.9,74.9,13.4,30.5,43.9,19.6,13.4,7.3,3.8,6.3,-5,7791.2448,0.053136567,6.3,92.7,1,3.714014221,0.785717482,4.2
94,Los Angeles Lakers,Los Angeles Lakers2008,2008,82,57,25,0.695,3956,8904,3248,6818,47.6,662,1751,37.8,1746,2270,76.9,898,2722,3620,2003,1156,654,438,368,595,61.7,1.73,29.7,70.2,50.7,14.5,52.5,57,96.7,0.333,0.256086829,48.5,0.284,0.213785047,14.7,29.8,38.1,85.6,44.5,6.8,18.7,36.2,18.3,24.3,75.2,12,30.7,42.8,21.9,14.2,7.7,4.5,5.3,-7.3,7751.808,0.076756287,4,99.9,-0.2,4.230178225,-2.667436889,7.9
95,Utah Jazz,Utah Jazz2008,2008,82,54,28,0.659,3941,8710,3279,6592,49.7,407,1095,37.2,1745,2298,75.9,942,2410,3352,2165,1200,717,355,420,564,66,1.8,32.7,71,52.1,15.4,52.8,57.3,94.64,0.349,0.264714806,50.1,0.393,0.293350717,16.8,29,35.3,76.7,46.1,6.2,17.3,35.7,22.5,30.1,74.9,10.3,27.5,37.8,19.9,15.9,7.5,5.1,4.3,-6.9,7546.6752,0.074734898,2.7,103.7,-1.4,-2.863591125,-4.492167199,14.3
96,Orlando Magic,Orlando Magic2008,2008,82,52,30,0.634,3956,8567,3058,6446,47.4,801,2074,38.6,1650,2288,72.1,768,2677,3445,1706,1173,520,333,344,448,55.8,1.45,27.4,70.9,50.1,15.1,53.7,57.5,94.02,0.355,0.255972696,48.4,0.288,0.217703349,14,29.1,37.3,83.6,44.6,6.3,17.6,35.8,18.2,24.1,75.4,11,30.7,41.7,21.5,13.2,7.1,4.2,4.1,-5.5,7543.4112,0.059389577,5.3,98.3,1.1,3.826934696,-5.932627152,8.4
97,Indiana Pacers,Indiana Pacers2008,2008,82,36,46,0.439,3951,8527,3102,6993,44.4,755,2021,37.4,1568,2042,76.8,904,2633,3537,1864,1236,623,412,416,-115,60.1,1.51,27.8,70.1,48.7,15.2,49.8,54,98.64,0.292,0.224224224,49.8,0.358,0.271961492,16,29.9,37.7,83.1,45.4,7.4,19.2,38.6,22.6,29.8,75.7,11.3,34.1,45.5,22.2,15.8,8.1,5.1,5,1.4,7894.5408,-0.014567028,0,97.9,-0.8,-4.773726795,-1.069955622,3.2
98,Sacramento Kings,Sacramento Kings2008,2008,82,38,44,0.463,3966,8408,3043,6558,46.4,510,1367,37.3,1812,2272,79.8,829,2456,3285,1567,1317,651,334,452,-185,51.5,1.19,29,68.9,49.3,16.6,50.3,55.6,95.81,0.346,0.276303751,51,0.34,0.255785627,15.8,31.1,38.3,82.1,46.6,7.3,19.5,37.3,21,27.9,75.3,11.8,30.1,41.9,22.9,15.2,8.1,5.5,4.1,2.3,7723.8528,-0.023951777,-0.7,97.9,0.8,2.051812386,3.493116928,7.4
